0,0.7458953329920769,0.5903220349922776,0.1555732978457513,19.13,74.04,2.140430134963989
1,0.3853650990128517,0.060113030069042,0.3252520691603422,21.32,75.61,2.409322285079956
2,0.35706144116818905,0.03223877488926519,0.3248226661980152,30.97,82.6,2.360158980178833
3,0.34594562716782096,0.028308528027846478,0.31763709962368014,39.08,87.39,2.2500807300567627
4,0.3202862349152565,0.018109252656868195,0.3021769820153713,44.62,89.63,2.203726756668091
5,0.3086184424161911,0.01599723258375889,0.29262120969593525,47.94,91.14,2.2172011085510253
6,0.29916306495666506,0.013423933924350422,0.2857391308620572,50.55,91.98,2.2321207092285156
7,0.30055969063192606,0.015884683461335952,0.28467500779777766,52.23,92.71,2.2564236804962157
8,0.289643416069448,0.013476526174345053,0.2761668904870749,53.95,93.38,2.233757210922241
9,0.2942067328095436,0.018875373659539035,0.27533135876059533,55.05,93.74,2.1558708225250243
10,0.26762874841690065,0.0071968605913571085,0.2604318883642554,57.5,94.33,2.0680725704193117
11,0.26647721078246833,0.010966624771681381,0.2555105858296156,59.75,94.71,1.9818670963287353
12,0.2632207289338112,0.009314297755481675,0.25390643209218977,61.72,95.14,1.9055223121643066
13,0.25732310619205234,0.007867719568748726,0.24945538688451052,63.49,95.54,1.8117764617919923
14,0.253006128333509,0.00888833078701282,0.24411779765039682,65.3,95.79,1.7253267253875733
15,0.2506391591951251,0.006357532059482764,0.24428162701427936,66.81,96.16,1.6233868625640868
16,0.25082963906228545,0.00646749716179329,0.2443621426820755,68.69,96.39,1.5251987272262573
17,0.25715043626725675,0.008641192206268897,0.24850924424827098,70.1,96.71,1.4409162382125855
18,0.24256655614823103,0.004961783220496727,0.23760477293282747,71.54,97.03,1.384512028312683
19,0.24508552089333535,0.006250826758259791,0.23883469462394713,73.1,97.21,1.3268971441268922
20,0.2441867858916521,0.006203505816447432,0.23798328019678594,74.01,97.45,1.2766193470001221
21,0.2351496508345008,0.003828511955507565,0.2313211390376091,74.88,97.66,1.2302338333129883
22,0.2423531959578395,0.00747880129951227,0.23487439468503,75.72,97.81,1.1947609510421753
23,0.23121365081518888,0.0035542639166669687,0.22765938680619002,76.3,97.82,1.1711626844406129
24,0.2283870890364051,0.0030545318973599933,0.22533255729824306,77.11,97.95,1.151478952884674
25,0.2294954691454768,0.004156161495411652,0.22533930715173484,77.54,98.0,1.1367868744850158
26,0.22620958752930165,0.0031063059811276615,0.22310328166931867,78.03,98.08,1.121934614276886
27,0.22439977288246155,0.0032790248386299937,0.22112074796110393,78.5,98.11,1.1020017086029052
28,0.2279517838358879,0.004496463867653801,0.22345531985163689,79.07,98.24,1.070792527103424
29,0.22660434294492007,0.004125367314045434,0.2224789757654071,79.35,98.19,1.0555277531623841
30,0.22024981435388327,0.0028186373348216874,0.21743117693811656,79.72,98.3,1.0368085079193115
